DR_NO,Date Rptd,Date,Time,AREA,Area Name,Rpt Dist No,Part 1-2,Crm Cd,Crime Description,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,Latitude,Longitude,Year,Month,Day,Weekday,Hour,Time_of_Day
201216960,21-07-2020,21-07-2020,1820,12,77th street,1203,1,230,"assault with deadly weapon, aggravated assault",61,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,230,1700 W  48TH                         ST,34.0001,-118.3096,2020,7,21,Tuesday,18,Evening
200914159,30-08-2020,30-08-2020,1420,9,van nuys,906,2,626,intimate partner - simple assault,23,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,7200    KATHERINE                    AV,34.2012,-118.4432,2020,8,30,Sunday,14,Afternoon
201104052,01-01-2020,01-01-2020,2030,11,northeast,1105,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,740,2400    COLORADO                     BL,34.1442,-118.218,2020,1,1,Wednesday,20,Evening
201007391,19-03-2020,18-03-2020,1800,10,west valley,1063,1,310,burglary,0,M,W,220,NAIL SALON,IC,Invest Cont,310,19000    VENTURA                      BL,34.1725,-118.5475,2020,3,18,Wednesday,18,Evening
200906435,24-02-2020,23-02-2020,1800,9,van nuys,914,2,956,"letters, lewd  -  telephone calls, lewd",34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,956,14900    SHERMAN                      WY,34.2012,-118.4574,2020,2,23,Sunday,18,Evening
201114637,14-10-2020,13-10-2020,2200,11,northeast,1184,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,1600    ECHO PARK                    AV,34.0815,-118.2546,2020,10,13,Tuesday,22,Night
200414361,28-10-2020,15-10-2020,1200,4,hollenbeck,487,2,354,theft of identity,49,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1100 S  FICKETT                      ST,34.0273,-118.2176,2020,10,15,Thursday,12,Afternoon
200911049,15-06-2020,09-06-2020,1025,9,van nuys,963,1,440,theft plain - petty ($950 & under),35,F,W,119,"PORCH, RESIDENTIAL",IC,Invest Cont,440,KESTER                       AV,34.1649,-118.4574,2020,6,9,Tuesday,10,Morning
200312753,16-06-2020,16-06-2020,720,3,southwest,353,1,442,shoplifting - petty theft ($950 & under),19,X,X,403,DRUG STORE,IC,Invest Cont,442,3700    CRENSHAW                     BL,34.0191,-118.3351,2020,6,16,Tuesday,7,Morning
200517895,16-12-2020,16-12-2020,2125,5,harbor,526,2,930,criminal threats - no weapon displayed,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,930,900 N  FRIES                        AV,33.7815,-118.265,2020,12,16,Wednesday,21,Night
200321494,08-12-2020,07-12-2020,1700,3,southwest,315,1,330,burglary from vehicle,67,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,330,W  24TH                         ST,34.0349,-118.3177,2020,12,7,Monday,17,Evening
201012706,03-09-2020,27-07-2020,700,10,west valley,1008,2,845,sex offender registrant out of compliance,46,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,845,8100 N  BALBOA                       PL,34.2179,-118.5014,2020,7,27,Monday,7,Morning
201111473,15-07-2020,15-07-2020,1134,11,northeast,1117,2,661,unauthorized computer access,40,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,661,4600    ELLENWOOD                    DR,34.1293,-118.219,2020,7,15,Wednesday,11,Morning
200310910,05-05-2020,05-05-2020,1130,3,southwest,395,2,624,battery - simple assault,29,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,1800 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3113,2020,5,5,Tuesday,11,Morning
200609150,16-04-2020,16-04-2020,1900,6,hollywood,648,1,420,theft from motor vehicle - petty ($950 & under),26,F,O,104,DRIVEWAY,IC,Invest Cont,420,1500 N  SAINT ANDREWS                PL,34.0981,-118.3114,2020,4,16,Thursday,19,Evening
200118692,30-09-2020,30-09-2020,410,1,central,185,1,210,robbery,29,M,H,101,STREET,JA,Juv Arrest,210,BROADWAY,34.0377,-118.2607,2020,9,30,Wednesday,4,Night
201212836,15-05-2020,15-05-2020,540,12,77th street,1268,1,420,theft from motor vehicle - petty ($950 & under),25,F,B,301,GAS STATION,IC,Invest Cont,420,200 E  MANCHESTER                   AV,33.964,-118.2739,2020,5,15,Friday,5,Morning
200917497,20-11-2020,20-11-2020,1130,9,van nuys,966,2,624,battery - simple assault,33,F,W,220,NAIL SALON,IC,Invest Cont,624,13300    RIVERSIDE                    DR,34.1576,-118.4231,2020,11,20,Friday,11,Morning
201011914,10-08-2020,02-08-2020,1005,10,west valley,1001,1,330,burglary from vehicle,0,M,W,101,STREET,IC,Invest Cont,330,7900    BOTHWELL                     RD,34.2141,-118.5612,2020,8,2,Sunday,10,Morning
200613614,06-08-2020,06-08-2020,2300,6,hollywood,647,2,624,battery - simple assault,19,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1500    VINE                         ST,34.098,-118.3266,2020,8,6,Thursday,23,Night
200307284,24-02-2020,23-02-2020,1200,3,southwest,393,1,121,"rape, forcible",46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,121,4200    DEGNAN                       BL,34.008,-118.3314,2020,2,23,Sunday,12,Afternoon
200315866,16-08-2020,16-08-2020,1310,3,southwest,362,2,745,vandalism - misdeameanor ($399 or under),30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,4800 W  MARTIN LUTHER KING JR        BL,34.017,-118.3477,2020,8,16,Sunday,13,Afternoon
200516175,04-11-2020,04-11-2020,1300,5,harbor,509,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,24900    FRAMPTON                     AV,33.7983,-118.2992,2020,11,4,Wednesday,13,Afternoon
200408306,28-04-2020,28-04-2020,1650,4,hollenbeck,488,2,624,battery - simple assault,43,F,H,102,SIDEWALK,IC,Invest Cont,624,8TH                          ST,34.0226,-118.207,2020,4,28,Tuesday,16,Afternoon
200517231,29-11-2020,29-11-2020,1900,5,harbor,506,2,624,battery - simple assault,41,M,H,301,GAS STATION,AO,Adult Other,624,CARSON,33.8315,-118.3065,2020,11,29,Sunday,19,Evening
200205286,27-01-2020,26-01-2020,2000,2,rampart,241,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,400 S  OCCIDENTAL                   BL,34.0665,-118.2828,2020,1,26,Sunday,20,Evening
201012938,10-09-2020,05-09-2020,1800,10,west valley,1029,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AO,Adult Other,510,7000    WOODLEY                      AV,34.1975,-118.4837,2020,9,5,Saturday,18,Evening
200614026,16-08-2020,16-08-2020,40,6,hollywood,645,1,310,burglary,0,X,X,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,310,7000    HOLLYWOOD                    BL,34.1015,-118.3425,2020,8,16,Sunday,0,Night
200122014,06-12-2020,06-12-2020,1930,1,central,162,2,624,battery - simple assault,66,F,W,801,MTA BUS,IC,Invest Cont,624,8TH                          ST,34.0452,-118.2569,2020,12,6,Sunday,19,Evening
200320495,17-11-2020,16-11-2020,2115,3,southwest,394,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,4300    2ND                          AV,34.0041,-118.3193,2020,11,16,Monday,21,Night
200211325,14-06-2020,14-06-2020,1830,2,rampart,221,1,210,robbery,51,M,B,906,MTA - RED LINE - VERMONT/BEVERLY,IC,Invest Cont,210,300 N  VERMONT                      AV,34.0777,-118.2961,2020,6,14,Sunday,18,Evening
200406978,16-03-2020,14-03-2020,58,4,hollenbeck,443,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,2300    CHARLOTTE                    ST,34.0567,-118.2024,2020,3,14,Saturday,0,Night
200512066,20-07-2020,20-07-2020,750,5,harbor,585,1,230,"assault with deadly weapon, aggravated assault",60,F,B,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,230,600 W  23RD                         ST,33.7234,-118.2907,2020,7,20,Monday,7,Morning
200607168,29-02-2020,29-02-2020,1915,6,hollywood,678,2,930,criminal threats - no weapon displayed,38,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,930,700 N  ARDMORE                      AV,34.0836,-118.3016,2020,2,29,Saturday,19,Evening
200306462,10-02-2020,08-02-2020,45,3,southwest,328,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",35,F,W,710,OTHER PREMISE,IC,Invest Cont,341,600 W  JEFFERSON                    BL,34.0268,-118.2808,2020,2,8,Saturday,0,Night
201215770,01-07-2020,01-03-2020,700,12,77th street,1204,2,812,crm agnst chld (13 or under) (14-15 & susp 10 yrs older),7,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,237,1400 W  45TH                         ST,34.0028,-118.3007,2020,3,1,Sunday,7,Morning
201108617,22-04-2020,07-04-2020,1420,11,northeast,1143,2,354,theft of identity,48,M,H,707,GARAGE/CARPORT,IC,Invest Cont,354,2900    SAINT GEORGE                 ST,34.1097,-118.2739,2020,4,7,Tuesday,14,Afternoon
201008496,28-04-2020,25-04-2020,1800,10,west valley,1021,1,420,theft from motor vehicle - petty ($950 & under),59,M,O,101,STREET,AO,Adult Other,420,7000    CORBIN                       AV,34.1975,-118.5623,2020,4,25,Saturday,18,Evening
200111454,07-05-2020,30-01-2020,1800,1,central,174,1,510,vehicle - stolen,0,Unknown,Unknown,707,GARAGE/CARPORT,IC,Invest Cont,510,700 S  SPRING                       ST,34.0445,-118.2523,2020,1,30,Thursday,18,Evening
200321686,13-12-2020,13-12-2020,2125,3,southwest,341,1,761,brandish weapon,53,M,H,301,GAS STATION,AA,Adult Arrest,761,COLISEUM,34.0183,-118.3556,2020,12,13,Sunday,21,Night
200308939,23-03-2020,23-03-2020,1200,3,southwest,363,2,900,violation of court order,21,F,B,231,DAY CARE/CHILDREN*,AO,Adult Other,900,3900    VIRGINIA                     RD,34.0145,-118.3408,2020,3,23,Monday,12,Afternoon
201007631,28-03-2020,28-03-2020,1645,10,west valley,1033,1,761,brandish weapon,24,F,W,124,BUS STOP,IC,Invest Cont,761,TAMPA,34.1866,-118.5535,2020,3,28,Saturday,16,Afternoon
200813946,10-09-2020,08-09-2020,1430,8,west la,886,1,310,burglary,66,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,2700    MCCONNELL                    DR,34.0445,-118.4035,2020,9,8,Tuesday,14,Afternoon
200516455,10-11-2020,10-11-2020,1130,5,harbor,507,2,626,intimate partner - simple assault,29,F,W,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,626,1500 W  224TH                        ST,33.8233,-118.3064,2020,11,10,Tuesday,11,Morning
200122119,08-12-2020,08-12-2020,2007,1,central,164,2,930,criminal threats - no weapon displayed,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,600 S  MAIN                         ST,34.0448,-118.2504,2020,12,8,Tuesday,20,Evening
200304583,10-01-2020,10-01-2020,705,3,southwest,361,2,901,violation of restraining order,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,901,3900    URSULA                       AV,34.0163,-118.3523,2020,1,10,Friday,7,Morning
200315476,09-08-2020,09-08-2020,1515,3,southwest,392,1,230,"assault with deadly weapon, aggravated assault",21,M,B,101,STREET,IC,Invest Cont,230,48TH                         ST,34,-118.3307,2020,8,9,Sunday,15,Afternoon
201207213,05-02-2020,05-02-2020,800,12,77th street,1241,2,626,intimate partner - simple assault,48,F,B,101,STREET,IC,Invest Cont,626,6400    11TH                         AV,33.9817,-118.3294,2020,2,5,Wednesday,8,Morning
200809562,17-05-2020,17-05-2020,1430,8,west la,826,1,442,shoplifting - petty theft ($950 & under),0,X,X,403,DRUG STORE,IC,Invest Cont,442,11900    SAN VICENTE                  BL,34.0571,-118.474,2020,5,17,Sunday,14,Afternoon
201108104,07-04-2020,06-04-2020,1900,11,northeast,1162,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,4300    GATEWAY                      AV,34.0941,-118.2835,2020,4,6,Monday,19,Evening
200116579,18-08-2020,18-08-2020,405,1,central,151,1,310,burglary,0,X,X,108,PARKING LOT,IC,Invest Cont,310,500 S  FREMONT                      AV,34.0526,-118.2582,2020,8,18,Tuesday,4,Night
200321584,11-12-2020,01-07-2020,900,3,southwest,398,2,354,theft of identity,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,600 W  41ST                         DR,34.0087,-118.2866,2020,7,1,Wednesday,9,Morning
200815069,09-10-2020,09-10-2020,1400,8,west la,819,1,320,"burglary, attempted",68,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,320,200    WOODRUFF                     AV,34.0768,-118.4352,2020,10,9,Friday,14,Afternoon
201214966,19-06-2020,09-06-2020,1,12,77th street,1255,2,745,vandalism - misdeameanor ($399 or under),63,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,76TH                         ST,33.9711,-118.2918,2020,6,9,Tuesday,0,Night
201108147,08-04-2020,08-04-2020,745,11,northeast,1135,2,745,vandalism - misdeameanor ($399 or under),63,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,745,2200    MARICOPA                     DR,34.1105,-118.2239,2020,4,8,Wednesday,7,Morning
200808438,18-04-2020,18-04-2020,1930,8,west la,842,1,330,burglary from vehicle,25,F,W,707,GARAGE/CARPORT,AA,Adult Arrest,330,11700    TEXAS                        AV,34.0472,-118.459,2020,4,18,Saturday,19,Evening
201004548,14-01-2020,14-01-2020,1316,10,west valley,1043,2,930,criminal threats - no weapon displayed,18,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,930,18600    HATTERAS                     ST,34.1774,-118.5387,2020,1,14,Tuesday,13,Afternoon
201109103,07-05-2020,07-05-2020,140,11,northeast,1109,2,888,trespassing,60,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,1400 W  HILL                         DR,34.1441,-118.1952,2020,5,7,Thursday,1,Night
200310106,19-04-2020,16-04-2020,1600,3,southwest,314,1,420,theft from motor vehicle - petty ($950 & under),38,M,H,101,STREET,IC,Invest Cont,420,2500    4TH                          AV,34.0344,-118.3212,2020,4,16,Thursday,16,Afternoon
201008883,09-05-2020,09-05-2020,540,10,west valley,1047,2,626,intimate partner - simple assault,38,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,5700    CHICOPEE                     AV,34.1748,-118.5123,2020,5,9,Saturday,5,Morning
200913781,21-08-2020,20-08-2020,503,9,van nuys,923,2,753,discharge firearms/shots fired,0,X,X,101,STREET,AO,Adult Other,753,14600    KITTRIDGE                    ST,34.1907,-118.4509,2020,8,20,Thursday,5,Morning
200812870,11-08-2020,02-08-2020,2300,8,west la,835,2,745,vandalism - misdeameanor ($399 or under),22,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,1800    OVERLAND                     AV,34.0462,-118.4361,2020,8,2,Sunday,23,Night
201113281,04-09-2020,02-09-2020,1800,11,northeast,1171,1,310,burglary,37,F,H,707,GARAGE/CARPORT,IC,Invest Cont,310,3600    EFFIE                        ST,34.0924,-118.2752,2020,9,2,Wednesday,18,Evening
200407198,22-03-2020,22-03-2020,430,4,hollenbeck,466,2,626,intimate partner - simple assault,27,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,300 N  EVERGREEN                    AV,34.0436,-118.2051,2020,3,22,Sunday,4,Night
200104316,05-01-2020,04-01-2020,747,1,central,162,2,930,criminal threats - no weapon displayed,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,700 S  OLIVE                        ST,34.0467,-118.2556,2020,1,4,Saturday,7,Morning
200815799,28-10-2020,28-10-2020,730,8,west la,828,2,354,theft of identity,80,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,10700    LINDBROOK                    DR,34.0614,-118.4381,2020,10,28,Wednesday,7,Morning
201211062,16-04-2020,16-04-2020,1900,12,77th street,1258,2,623,battery police (simple),0,X,X,726,POLICE FACILITY,IC,Invest Cont,623,7600 S  BROADWAY,33.9708,-118.2783,2020,4,16,Thursday,19,Evening
200512280,24-07-2020,24-07-2020,1600,5,harbor,564,2,626,intimate partner - simple assault,55,F,H,517,MISSIONS/SHELTERS,AA,Adult Arrest,626,500 S  HARBOR                       BL,33.741,-118.2838,2020,7,24,Friday,16,Afternoon
200216646,25-10-2020,10-10-2020,1200,2,rampart,269,2,354,theft of identity,31,M,B,710,OTHER PREMISE,IC,Invest Cont,354,700    GARLAND                      AV,34.0496,-118.2677,2020,10,10,Saturday,12,Afternoon
201219692,31-08-2020,05-06-2020,1800,12,77th street,1268,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,82ND                         ST,33.9651,-118.2739,2020,6,5,Friday,18,Evening
200413464,04-10-2020,04-10-2020,1745,4,hollenbeck,408,2,626,intimate partner - simple assault,43,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,4800    HILLSDALE                    DR,34.0865,-118.1806,2020,10,4,Sunday,17,Evening
200713539,04-09-2020,31-08-2020,1000,7,wilshire,784,1,440,theft plain - petty ($950 & under),64,M,O,101,STREET,IC,Invest Cont,440,MANSFIELD,34.0361,-118.3505,2020,8,31,Monday,10,Morning
200120973,13-11-2020,12-11-2020,2100,1,central,152,1,330,burglary from vehicle,30,M,B,101,STREET,IC,Invest Cont,330,GRAND,34.0476,-118.2564,2020,11,12,Thursday,21,Night
201108111,07-04-2020,07-04-2020,500,11,northeast,1107,2,624,battery - simple assault,70,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,1300    HEPNER                       AV,34.1318,-118.1957,2020,4,7,Tuesday,5,Morning
200608531,30-03-2020,30-03-2020,1305,6,hollywood,643,1,442,shoplifting - petty theft ($950 & under),0,X,X,402,MARKET,IC,Invest Cont,442,7200 W  SUNSET                       BL,34.1007,-118.3494,2020,3,30,Monday,13,Afternoon
200711738,17-07-2020,02-07-2020,400,7,wilshire,721,2,661,unauthorized computer access,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,661,100 N  CLARK                        DR,34.0753,-118.3849,2020,7,2,Thursday,4,Night
200513966,08-09-2020,04-09-2020,1430,5,harbor,564,2,745,vandalism - misdeameanor ($399 or under),0,M,O,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,745,400 W  6TH                          ST,33.7388,-118.2869,2020,9,4,Friday,14,Afternoon
200119228,11-10-2020,11-10-2020,2045,1,central,164,1,310,burglary,0,X,X,203,OTHER BUSINESS,AA,Adult Arrest,310,600 S  LOS ANGELES                  ST,34.0446,-118.2507,2020,10,11,Sunday,20,Evening
200409389,31-05-2020,31-05-2020,1800,4,hollenbeck,455,1,761,brandish weapon,25,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,2100    CITY VIEW                    AV,34.0515,-118.2073,2020,5,31,Sunday,18,Evening
200107228,15-02-2020,15-02-2020,2200,1,central,153,2,745,vandalism - misdeameanor ($399 or under),26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,200 W  6TH                          ST,34.046,-118.2509,2020,2,15,Saturday,22,Night
200321313,06-12-2020,06-12-2020,1530,3,southwest,361,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AO,Adult Other,510,3900    STEVELY                      AV,34.0159,-118.3536,2020,12,6,Sunday,15,Afternoon
200109910,31-03-2020,31-03-2020,2240,1,central,156,2,624,battery - simple assault,60,M,B,102,SIDEWALK,IC,Invest Cont,624,500    WALL                         ST,34.0449,-118.2458,2020,3,31,Tuesday,22,Night
200705720,05-02-2020,01-02-2020,1400,7,wilshire,732,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",0,M,O,203,OTHER BUSINESS,IC,Invest Cont,341,500 S  FAIRFAX                      AV,34.0665,-118.3662,2020,2,1,Saturday,14,Afternoon
200912278,13-07-2020,12-07-2020,2230,9,van nuys,911,2,624,battery - simple assault,30,F,H,119,"PORCH, RESIDENTIAL",AO,Adult Other,624,7100    FIRMAMENT                    AV,34.1993,-118.4724,2020,7,12,Sunday,22,Night
200208642,06-04-2020,06-04-2020,1,2,rampart,217,1,522,"vehicle, stolen - other (motorized scooters, bikes, etc)",0,Unknown,Unknown,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,522,1700    CLINTON                      ST,34.0721,-118.262,2020,4,6,Monday,0,Night
200709141,11-05-2020,11-05-2020,950,7,wilshire,702,1,440,theft plain - petty ($950 & under),48,M,H,235,PHARMACY INSIDE STORE OR SUPERMARKET*,IC,Invest Cont,440,7500    MELROSE                      AV,34.0837,-118.3532,2020,5,11,Monday,9,Morning
200605994,11-02-2020,10-02-2020,900,6,hollywood,649,1,440,theft plain - petty ($950 & under),31,F,O,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,440,1500 N  HARVARD                      BL,34.0981,-118.3044,2020,2,10,Monday,9,Morning
200707378,13-03-2020,12-03-2020,915,7,wilshire,734,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",31,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,300    HAUSER                       BL,34.0699,-118.3511,2020,3,12,Thursday,9,Morning
200715141,21-10-2020,20-10-2020,1200,7,wilshire,775,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,4800 W  17TH                         ST,34.0449,-118.3411,2020,10,20,Tuesday,12,Afternoon
